Index,Verse,Text
252,Matthew 13:19,"
When anyone hears the word of the Kingdom, and doesn’t understand it, the evil one comes, and snatches away that which has been sown in his heart. This is what was sown by the roadside.

"
253,Matthew 13:20,"
What was sown on the rocky places, this is he who hears the word, and immediately with joy receives it;

"
254,Matthew 13:21,"
yet he has no root in himself, but endures for a while. When oppression or persecution arises because of the word, immediately he stumbles.

"
255,Matthew 13:22,"
What was sown among the thorns, this is he who hears the word, but the cares of this age and the deceitfulness of riches choke the word, and he becomes unfruitful.

"
256,Matthew 13:23,"
What was sown on the good ground, this is he who hears the word, and understands it, who most certainly bears fruit, and produces, some one hundred times as much, some sixty, and some thirty.”
"
257,Matthew 13:24,"He set another parable before them, saying,
“The Kingdom of Heaven is like a man who sowed good seed in his field,

"
258,Matthew 13:25,"
but while people slept, his enemy came and sowed darnel weeds
also among the wheat, and went away.

"
259,Matthew 13:26,"
But when the blade sprang up and produced fruit, then the darnel weeds appeared also.

"
260,Matthew 13:27,"
The servants of the householder came and said to him, ‘Sir, didn’t you sow good seed in your field? Where did these darnel weeds come from?’
"
261,Matthew 13:28,"
“He said to them, ‘An enemy has done this.’
“The servants asked him, ‘Do you want us to go and gather them up?’

"
262,Matthew 13:29,"
“But he said, ‘No, lest perhaps while you gather up the darnel weeds, you root up the wheat with them.

"
263,Matthew 13:30,"
Let both grow together until the harvest, and in the harvest time I will tell the reapers, “First, gather up the darnel weeds, and bind them in bundles to burn them; but gather the wheat into my barn.”’”
"
264,Matthew 13:31,"He set another parable before them, saying,
“The Kingdom of Heaven is like a grain of mustard seed, which a man took, and sowed in his field;

"
265,Matthew 13:32,"
which indeed is smaller than all seeds. But when it is grown, it is greater than the herbs, and becomes a tree, so that the birds of the air come and lodge in its branches.”
"
266,Matthew 13:33,"He spoke another parable to them.
“The Kingdom of Heaven is like yeast, which a woman took, and hid in three measures
of meal, until it was all leavened.”
"
267,Matthew 13:37,"He answered them,
“He who sows the good seed is the Son of Man,

"
268,Matthew 13:38,"
the field is the world; and the good seed, these are the children of the Kingdom; and the darnel weeds are the children of the evil one.

"
269,Matthew 13:39,"
The enemy who sowed them is the devil. The harvest is the end of the age, and the reapers are angels.

"
270,Matthew 13:40,"
As therefore the darnel weeds are gathered up and burned with fire; so will it be at the end of this age.

"
271,Matthew 13:41,"
The Son of Man will send out his angels, and they will gather out of his Kingdom all things that cause stumbling, and those who do iniquity,

"
272,Matthew 13:42,"
and will cast them into the furnace of fire. There will be weeping and the gnashing of teeth.

"
273,Matthew 13:43,"
Then the righteous will shine like the sun in the Kingdom of their Father. He who has ears to hear, let him hear.
"
274,Matthew 13:44,"
“Again, the Kingdom of Heaven is like treasure hidden in the field, which a man found, and hid. In his joy, he goes and sells all that he has, and buys that field.
"
275,Matthew 13:45,"
“Again, the Kingdom of Heaven is like a man who is a merchant seeking fine pearls,

"
276,Matthew 13:46,"
who having found one pearl of great price, he went and sold all that he had, and bought it.
"
277,Matthew 13:47,"
“Again, the Kingdom of Heaven is like a dragnet, that was cast into the sea, and gathered some fish of every kind,

"
278,Matthew 13:48,"
which, when it was filled, they drew up on the beach. They sat down, and gathered the good into containers, but the bad they threw away.

"
279,Matthew 13:49,"
So will it be in the end of the world. The angels will come and separate the wicked from among the righteous,

"
280,Matthew 13:50,"
and will cast them into the furnace of fire. There will be the weeping and the gnashing of teeth.”
"
281,Matthew 13:51,"Jesus said to them,
“Have you understood all these things?”

They answered him, “Yes, Lord.”
"
282,Matthew 13:52,"He said to them,
“Therefore every scribe who has been made a disciple in the Kingdom of Heaven is like a man who is a householder, who brings out of his treasure new and old things.”
"
283,Matthew 13:57,"They were offended by him.
But Jesus said to them,
“A prophet is not without honor, except in his own country, and in his own house.”
"
284,Matthew 14:16,"But Jesus said to them,
“They don’t need to go away. You give them something to eat.”
"
285,Matthew 14:18,"He said,
“Bring them here to me.”
"
286,Matthew 14:27,"But immediately Jesus spoke to them, saying,
“Cheer up! It is I!

Don’t be afraid.”
"
287,Matthew 14:29,"He said,
“Come!”
Peter stepped down from the boat, and walked on the waters to come to Jesus.
"
288,Matthew 14:31,"Immediately Jesus stretched out his hand, took hold of him, and said to him,
“You of little faith, why did you doubt?”
"
289,Matthew 15:3,"He answered them,
“Why do you also disobey the commandment of God because of your tradition?

"
290,Matthew 15:4,"
For God commanded, ‘Honor your father and your mother,’
and, ‘He who speaks evil of father or mother, let him be put to death.’
"
291,Matthew 15:5,"
But you say, ‘Whoever may tell his father or his mother, “Whatever help you might otherwise have gotten from me is a gift devoted to God,”

"
292,Matthew 15:6,"
he shall not honor his father or mother.’ You have made the commandment of God void because of your tradition.

"
293,Matthew 15:7,"
You hypocrites! Well did Isaiah prophesy of you, saying,
"
294,Matthew 15:8,"
‘These people draw near to me with their mouth,
and honor me with their lips;
but their heart is far from me.
"
295,Matthew 15:9,"
And in vain do they worship me,
teaching as doctrine rules made by men.’”
"
296,Matthew 15:10,"He summoned the multitude, and said to them,
“Hear, and understand.

"
297,Matthew 15:11,"
That which enters into the mouth doesn’t defile the man; but that which proceeds out of the mouth, this defiles the man.”
"
298,Matthew 15:13,"But he answered,
“Every plant which my heavenly Father didn’t plant will be uprooted.

"
299,Matthew 15:16,"So Jesus said,
“Do you also still not understand?

"
300,Matthew 15:17,"
Don’t you understand that whatever goes into the mouth passes into the belly, and then out of the body?

"
301,Matthew 15:18,"
But the things which proceed out of the mouth come out of the heart, and they defile the man.

"
302,Matthew 15:19,"
For out of the heart come evil thoughts, murders, adulteries, sexual sins, thefts, false testimony, and blasphemies.

"
303,Matthew 15:20,"
These are the things which defile the man; but to eat with unwashed hands doesn’t defile the man.”
"
304,Matthew 15:24,"But he answered,
“I wasn’t sent to anyone but the lost sheep of the house of Israel.”
"
305,Matthew 15:26,"But he answered,
“It is not appropriate to take the children’s bread and throw it to the dogs.”
"
306,Matthew 15:28,"Then Jesus answered her,
“Woman, great is your faith! Be it done to you even as you desire.” And her daughter was healed from that hour.
"
307,Matthew 15:32,"Jesus summoned his disciples and said,
“I have compassion on the multitude, because they continue with me now three days and have nothing to eat. I don’t want to send them away fasting, or they might faint on the way.”

"
308,Matthew 15:34,"Jesus said to them,
“How many loaves do you have?”
They said, “Seven, and a few small fish.”
"
309,Matthew 16:2,"But he answered them,
“When it is evening, you say, ‘It will be fair weather, for the sky is red.’

"
310,Matthew 16:3,"
In the morning, ‘It will be foul weather today, for the sky is red and threatening.’ Hypocrites! You know how to discern the appearance of the sky, but you can’t discern the signs of the times!

"
311,Matthew 16:4,"
An evil and adulterous generation seeks after a sign, and there will be no sign given to it, except the sign of the prophet Jonah.”
He left them, and departed.
"
312,Matthew 16:6,"Jesus said to them,
“Take heed and beware of the yeast of the Pharisees and Sadducees.”
"
313,Matthew 16:8,"Jesus, perceiving it, said,
“Why do you reason among yourselves, you of little faith, ‘because you have brought no bread?’

"
314,Matthew 16:9,"
Don’t you yet perceive, neither remember the five loaves for the five thousand, and how many baskets you took up?

"
315,Matthew 16:10,"
Nor the seven loaves for the four thousand, and how many baskets you took up?

"
316,Matthew 16:11,"
How is it that you don’t perceive that I didn’t speak to you concerning bread? But beware of the yeast of the Pharisees and Sadducees.”

"
317,Matthew 16:13,"Now when Jesus came into the parts of Caesarea Philippi, he asked his disciples, saying,
“Who do men say that I, the Son of Man, am?”
"
318,Matthew 16:15,"He said to them,
“But who do you say that I am?”
"
319,Matthew 16:17,"Jesus answered him,
“Blessed are you, Simon Bar Jonah, for flesh and blood has not revealed this to you, but my Father who is in heaven.

"
320,Matthew 16:18,"
I also tell you that you are Peter,
and on this rock

I will build my assembly, and the gates of Hades
will not prevail against it.

"
321,Matthew 16:19,"
I will give to you the keys of the Kingdom of Heaven, and whatever you bind on earth will have been bound in heaven; and whatever you release on earth will have been released in heaven.”
"
322,Matthew 16:23,"But he turned, and said to Peter,
“Get behind me, Satan! You are a stumbling block to me, for you are not setting your mind on the things of God, but on the things of men.”
"
323,Matthew 16:24,"Then Jesus said to his disciples,
“If anyone desires to come after me, let him deny himself, and take up his cross, and follow me.

"
324,Matthew 16:25,"
For whoever desires to save his life will lose it, and whoever will lose his life for my sake will find it.

"
325,Matthew 16:26,"
For what will it profit a man, if he gains the whole world, and forfeits his life? Or what will a man give in exchange for his life?

"
326,Matthew 16:27,"
For the Son of Man will come in the glory of his Father with his angels, and then he will render to everyone according to his deeds.

"
327,Matthew 16:28,"
Most certainly I tell you, there are some standing here who will in no way taste of death, until they see the Son of Man coming in his Kingdom.”

"
328,Matthew 17:7,"Jesus came and touched them and said,
“Get up, and don’t be afraid.”

"
329,Matthew 17:9,"As they were coming down from the mountain, Jesus commanded them, saying,
“Don’t tell anyone what you saw, until the Son of Man has risen from the dead.”
"
330,Matthew 17:11,"Jesus answered them,
“Elijah indeed comes first, and will restore all things,

"
331,Matthew 17:12,"
but I tell you that Elijah has come already, and they didn’t recognize him, but did to him whatever they wanted to. Even so the Son of Man will also suffer by them.”
"
332,Matthew 17:17,"Jesus answered,
“Faithless and perverse generation! How long will I be with you? How long will I bear with you? Bring him here to me.”
"
333,Matthew 17:20,"He said to them,
“Because of your unbelief. For most certainly I tell you, if you have faith as a grain of mustard seed, you will tell this mountain, ‘Move from here to there,’ and it will move; and nothing will be impossible for you.

"
334,Matthew 17:21,"
But this kind doesn’t go out except by prayer and fasting.”

"
335,Matthew 17:22,"While they were staying in Galilee, Jesus said to them,
“The Son of Man is about to be delivered up into the hands of men,

"
336,Matthew 17:23,"
and they will kill him, and the third day he will be raised up.”

They were exceedingly sorry.
"
337,Matthew 17:25,"He said, “Yes.”
When he came into the house, Jesus anticipated him, saying,
“What do you think, Simon? From whom do the kings of the earth receive toll or tribute? From their children, or from strangers?”
"
338,Matthew 17:26,"Peter said to him, “From strangers.”
Jesus said to him,
“Therefore the children are exempt.

"
339,Matthew 17:27,"
But, lest we cause them to stumble, go to the sea, cast a hook, and take up the first fish that comes up. When you have opened its mouth, you will find a stater coin.
Take that, and give it to them for me and you.”
"
340,Matthew 18:3,"and said,
“Most certainly I tell you, unless you turn, and become as little children, you will in no way enter into the Kingdom of Heaven.

"
341,Matthew 18:4,"
Whoever therefore humbles himself as this little child, the same is the greatest in the Kingdom of Heaven.

"
342,Matthew 18:5,"
Whoever receives one such little child in my name receives me,

"
343,Matthew 18:6,"
but whoever causes one of these little ones who believe in me to stumble, it would be better for him that a huge millstone should be hung around his neck, and that he should be sunk in the depths of the sea.

"
344,Matthew 18:7,"
“Woe to the world because of occasions of stumbling! For it must be that the occasions come, but woe to that person through whom the occasion comes!

"
345,Matthew 18:8,"
If your hand or your foot causes you to stumble, cut it off, and cast it from you. It is better for you to enter into life maimed or crippled, rather than having two hands or two feet to be cast into the eternal fire.

"
346,Matthew 18:9,"
If your eye causes you to stumble, pluck it out, and cast it from you. It is better for you to enter into life with one eye, rather than having two eyes to be cast into the Gehenna
of fire.

"
347,Matthew 18:10,"
See that you don’t despise one of these little ones, for I tell you that in heaven their angels always see the face of my Father who is in heaven.

"
348,Matthew 18:11,"
For the Son of Man came to save that which was lost.
"
349,Matthew 18:12,"
“What do you think? If a man has one hundred sheep, and one of them goes astray, doesn’t he leave the ninety-nine, go to the mountains, and seek that which has gone astray?

"
350,Matthew 18:13,"
If he finds it, most certainly I tell you, he rejoices over it more than over the ninety-nine which have not gone astray.

"
351,Matthew 18:14,"
Even so it is not the will of your Father who is in heaven that one of these little ones should perish.
"
352,Matthew 18:15,"
“If your brother sins against you, go, show him his fault between you and him alone. If he listens to you, you have gained back your brother.

"
353,Matthew 18:16,"
But if he doesn’t listen, take one or two more with you, that at the mouth of two or three witnesses every word may be established.
"
354,Matthew 18:17,"
If he refuses to listen to them, tell it to the assembly. If he refuses to hear the assembly also, let him be to you as a Gentile or a tax collector.

"
355,Matthew 18:18,"
Most certainly I tell you, whatever things you bind on earth will have been bound in heaven, and whatever things you release on earth will have been released in heaven.

"
356,Matthew 18:19,"
Again, assuredly I tell you, that if two of you will agree on earth concerning anything that they will ask, it will be done for them by my Father who is in heaven.

"
357,Matthew 18:20,"
For where two or three are gathered together in my name, there I am in the middle of them.”
"
358,Matthew 18:22,"Jesus said to him,
“I don’t tell you until seven times, but, until seventy times seven.

"
359,Matthew 18:23,"
Therefore the Kingdom of Heaven is like a certain king, who wanted to reconcile accounts with his servants.

"
360,Matthew 18:24,"
When he had begun to reconcile, one was brought to him who owed him ten thousand talents.
"
361,Matthew 18:25,"
But because he couldn’t pay, his lord commanded him to be sold, with his wife, his children, and all that he had, and payment to be made.

"
362,Matthew 18:26,"
The servant therefore fell down and knelt before him, saying, ‘Lord, have patience with me, and I will repay you all!’

"
363,Matthew 18:27,"
The lord of that servant, being moved with compassion, released him, and forgave him the debt.
"
364,Matthew 18:28,"
“But that servant went out, and found one of his fellow servants, who owed him one hundred denarii,
and he grabbed him, and took him by the throat, saying, ‘Pay me what you owe!’
"
365,Matthew 18:29,"
“So his fellow servant fell down at his feet and begged him, saying, ‘Have patience with me, and I will repay you!’

"
366,Matthew 18:30,"
He would not, but went and cast him into prison, until he should pay back that which was due.

"
367,Matthew 18:31,"
So when his fellow servants saw what was done, they were exceedingly sorry, and came and told their lord all that was done.

"
368,Matthew 18:32,"
Then his lord called him in, and said to him, ‘You wicked servant! I forgave you all that debt, because you begged me.

"
369,Matthew 18:33,"
Shouldn’t you also have had mercy on your fellow servant, even as I had mercy on you?’

"
370,Matthew 18:34,"
His lord was angry, and delivered him to the tormentors, until he should pay all that was due to him.

"
371,Matthew 18:35,"
So my heavenly Father will also do to you, if you don’t each forgive your brother from your hearts for his misdeeds.”
"
372,Matthew 19:4,"He answered,
“Haven’t you read that he who made them from the beginning made them male and female,
"
373,Matthew 19:5,"
and said, ‘For this cause a man shall leave his father and mother, and shall be joined to his wife; and the two shall become one flesh?’
"
374,Matthew 19:6,"
So that they are no more two, but one flesh. What therefore God has joined together, don’t let man tear apart.”
"
375,Matthew 19:8,"He said to them,
“Moses, because of the hardness of your hearts, allowed you to divorce your wives, but from the beginning it has not been so.

"
376,Matthew 19:9,"
I tell you that whoever divorces his wife, except for sexual immorality, and marries another, commits adultery; and he who marries her when she is divorced commits adultery.”
"
377,Matthew 19:11,"But he said to them,
“Not all men can receive this saying, but those to whom it is given.

"
378,Matthew 19:12,"
For there are eunuchs who were born that way from their mother’s womb, and there are eunuchs who were made eunuchs by men; and there are eunuchs who made themselves eunuchs for the Kingdom of Heaven’s sake. He who is able to receive it, let him receive it.”
"
379,Matthew 19:14,"But Jesus said,
“Allow the little children, and don’t forbid them to come to me; for the Kingdom of Heaven belongs to ones like these.”
"
380,Matthew 19:17,"He said to him,
“Why do you call me good?
No one is good but one, that is, God. But if you want to enter into life, keep the commandments.”

"
381,Matthew 19:18,"He said to him, “Which ones?”
Jesus said,
“‘You shall not murder.’ ‘You shall not commit adultery.’ ‘You shall not steal.’ ‘You shall not offer false testimony.’

"
382,Matthew 19:19,"
‘Honor your father and your mother.’
And, ‘You shall love your neighbor as yourself.’”
"
383,Matthew 19:21,"Jesus said to him,
“If you want to be perfect, go, sell what you have, and give to the poor, and you will have treasure in heaven; and come, follow me.”
"
384,Matthew 19:23,"Jesus said to his disciples,
“Most certainly I say to you, a rich man will enter into the Kingdom of Heaven with difficulty.

"
385,Matthew 19:24,"
Again I tell you, it is easier for a camel to go through a needle’s eye, than for a rich man to enter into God’s Kingdom.”
"
386,Matthew 19:26,"Looking at them, Jesus said,
“With men this is impossible, but with God all things are possible.”
"
387,Matthew 19:28,"Jesus said to them,
“Most certainly I tell you that you who have followed me, in the regeneration when the Son of Man will sit on the throne of his glory, you also will sit on twelve thrones, judging the twelve tribes of Israel.

"
388,Matthew 19:29,"
Everyone who has left houses, or brothers, or sisters, or father, or mother, or wife, or children, or lands, for my name’s sake, will receive one hundred times, and will inherit eternal life.

"
389,Matthew 19:30,"
But many will be last who are first; and first who are last.

"
390,Matthew 20:1,"
“For the Kingdom of Heaven is like a man who was the master of a household, who went out early in the morning to hire laborers for his vineyard.

"
391,Matthew 20:2,"
When he had agreed with the laborers for a denarius
a day, he sent them into his vineyard.

"
392,Matthew 20:3,"
He went out about the third hour,
and saw others standing idle in the marketplace.

"
393,Matthew 20:4,"
He said to them, ‘You also go into the vineyard, and whatever is right I will give you.’ So they went their way.

"
394,Matthew 20:5,"
Again he went out about the sixth and the ninth hour,
and did likewise.

"
395,Matthew 20:6,"
About the eleventh hour
he went out, and found others standing idle. He said to them, ‘Why do you stand here all day idle?’

"
396,Matthew 20:7,"
“They said to him, ‘Because no one has hired us.’
“He said to them, ‘You also go into the vineyard, and you will receive whatever is right.’

"
397,Matthew 20:8,"
When evening had come, the lord of the vineyard said to his manager, ‘Call the laborers and pay them their wages, beginning from the last to the first.’
"
398,Matthew 20:9,"
“When those who were hired at about the eleventh hour came, they each received a denarius.

"
399,Matthew 20:10,"
When the first came, they supposed that they would receive more; and they likewise each received a denarius.

"
400,Matthew 20:11,"
When they received it, they murmured against the master of the household,

"
401,Matthew 20:12,"
saying, ‘These last have spent one hour, and you have made them equal to us, who have borne the burden of the day and the scorching heat!’

"
402,Matthew 20:13,"
“But he answered one of them, ‘Friend, I am doing you no wrong. Didn’t you agree with me for a denarius?

"
403,Matthew 20:14,"
Take that which is yours, and go your way. It is my desire to give to this last just as much as to you.

"
404,Matthew 20:15,"
Isn’t it lawful for me to do what I want to with what I own? Or is your eye evil, because I am good?’

"
405,Matthew 20:16,"
So the last will be first, and the first last. For many are called, but few are chosen.”
"
406,Matthew 20:18,"
“Behold, we are going up to Jerusalem, and the Son of Man will be delivered to the chief priests and scribes, and they will condemn him to death,

"
407,Matthew 20:19,"
and will hand him over to the Gentiles to mock, to scourge, and to crucify; and the third day he will be raised up.”
"
408,Matthew 20:21,"He said to her,
“What do you want?”
She said to him, “Command that these, my two sons, may sit, one on your right hand, and one on your left hand, in your Kingdom.”
"
409,Matthew 20:22,"But Jesus answered,
“You don’t know what you are asking. Are you able to drink the cup that I am about to drink, and be baptized with the baptism that I am baptized with?”
They said to him, “We are able.”
"
410,Matthew 20:23,"He said to them,
“You will indeed drink my cup, and be baptized with the baptism that I am baptized with, but to sit on my right hand and on my left hand is not mine to give; but it is for whom it has been prepared by my Father.”
"
411,Matthew 20:25,"But Jesus summoned them, and said,
“You know that the rulers of the nations lord it over them, and their great ones exercise authority over them.

"
412,Matthew 20:26,"
It shall not be so among you, but whoever desires to become great among you shall be
your servant.

"
413,Matthew 20:27,"
Whoever desires to be first among you shall be your bondservant,

"
414,Matthew 20:28,"
even as the Son of Man came not to be served, but to serve, and to give his life as a ransom for many.”
"
415,Matthew 20:32,"Jesus stood still, and called them, and asked,
“What do you want me to do for you?”
"
416,Matthew 21:2,"saying to them,
“Go into the village that is opposite you, and immediately you will find a donkey tied, and a colt with her. Untie them, and bring them to me.

"
417,Matthew 21:3,"
If anyone says anything to you, you shall say, ‘The Lord needs them,’ and immediately he will send them.”
"
418,Matthew 21:13,"He said to them,
“It is written, ‘My house shall be called a house of prayer,’
but you have made it a den of robbers!”
"
419,Matthew 21:16,"and said to him, “Do you hear what these are saying?”
Jesus said to them,
“Yes. Did you never read, ‘Out of the mouth of babes and nursing babies you have perfected praise?’”
"
420,Matthew 21:19,"Seeing a fig tree by the road, he came to it, and found nothing on it but leaves. He said to it,
“Let there be no fruit from you forever!”

Immediately the fig tree withered away.
"
421,Matthew 21:21,"Jesus answered them,
“Most certainly I tell you, if you have faith, and don’t doubt, you will not only do what was done to the fig tree, but even if you told this mountain, ‘Be taken up and cast into the sea,’ it would be done.

"
422,Matthew 21:22,"
All things, whatever you ask in prayer, believing, you will receive.”
"
423,Matthew 21:24,"Jesus answered them,
“I also will ask you one question, which if you tell me, I likewise will tell you by what authority I do these things.

"
424,Matthew 21:25,"
The baptism of John, where was it from? From heaven or from men?”

They reasoned with themselves, saying, “If we say, ‘From heaven,’ he will ask us, ‘Why then did you not believe him?’
"
425,Matthew 21:27,"They answered Jesus, and said, “We don’t know.”
He also said to them,
“Neither will I tell you by what authority I do these things.

"
426,Matthew 21:28,"
But what do you think? A man had two sons, and he came to the first, and said, ‘Son, go work today in my vineyard.’

"
427,Matthew 21:29,"
He answered, ‘I will not,’ but afterward he changed his mind, and went.

"
428,Matthew 21:30,"
He came to the second, and said the same thing. He answered, ‘I’ m going, sir,’ but he didn’t go.

"
429,Matthew 21:31,"
Which of the two did the will of his father?”
They said to him, “The first.”
Jesus said to them,
“Most certainly I tell you that the tax collectors and the prostitutes are entering into God’s Kingdom before you.

"
430,Matthew 21:31,"
Which of the two did the will of his father?”
They said to him, “The first.”
Jesus said to them,
“Most certainly I tell you that the tax collectors and the prostitutes are entering into God’s Kingdom before you.

"
431,Matthew 21:32,"
For John came to you in the way of righteousness, and you didn’t believe him, but the tax collectors and the prostitutes believed him. When you saw it, you didn’t even repent afterward, that you might believe him.

"
432,Matthew 21:33,"
“Hear another parable. There was a man who was a master of a household, who planted a vineyard, set a hedge about it, dug a wine press in it, built a tower, leased it out to farmers, and went into another country.

"
433,Matthew 21:34,"
When the season for the fruit came near, he sent his servants to the farmers, to receive his fruit.

"
434,Matthew 21:35,"
The farmers took his servants, beat one, killed another, and stoned another.

"
435,Matthew 21:36,"
Again, he sent other servants more than the first: and they treated them the same way.

"
436,Matthew 21:37,"
But afterward he sent to them his son, saying, ‘They will respect my son.’

"
437,Matthew 21:38,"
But the farmers, when they saw the son, said among themselves, ‘This is the heir. Come, let’s kill him, and seize his inheritance.’

"
438,Matthew 21:39,"
So they took him, and threw him out of the vineyard, and killed him.

"
439,Matthew 21:40,"
When therefore the lord of the vineyard comes, what will he do to those farmers?”
"
440,Matthew 21:42,"Jesus said to them,
“Did you never read in the Scriptures,

‘The stone which the builders rejected,
the same was made the head of the corner.
This was from the Lord.
It is marvelous in our eyes?’
"
441,Matthew 21:43,"
“Therefore I tell you, God’s Kingdom will be taken away from you, and will be given to a nation producing its fruit.

"
442,Matthew 21:44,"
He who falls on this stone will be broken to pieces, but on whomever it will fall, it will scatter him as dust.”
"
443,Matthew 22:2,"
“The Kingdom of Heaven is like a certain king, who made a marriage feast for his son,

"
444,Matthew 22:3,"
and sent out his servants to call those who were invited to the marriage feast, but they would not come.

"
445,Matthew 22:4,"
Again he sent out other servants, saying, ‘Tell those who are invited, “Behold, I have prepared my dinner. My cattle and my fatlings are killed, and all things are ready. Come to the marriage feast!”’

"
446,Matthew 22:5,"
But they made light of it, and went their ways, one to his own farm, another to his merchandise,

"
447,Matthew 22:6,"
and the rest grabbed his servants, and treated them shamefully, and killed them.

"
448,Matthew 22:7,"
When the king heard that, he was angry, and sent his armies, destroyed those murderers, and burned their city.
"
449,Matthew 22:8,"
“Then he said to his servants, ‘The wedding is ready, but those who were invited weren’t worthy.

"
450,Matthew 22:9,"
Go therefore to the intersections of the highways, and as many as you may find, invite to the marriage feast.’

"
451,Matthew 22:10,"
Those servants went out into the highways, and gathered together as many as they found, both bad and good. The wedding was filled with guests.

"
452,Matthew 22:11,"
But when the king came in to see the guests, he saw there a man who didn’t have on wedding clothing,

"
453,Matthew 22:12,"
and he said to him, ‘Friend, how did you come in here not wearing wedding clothing?’ He was speechless.

"
454,Matthew 22:13,"
Then the king said to the servants, ‘Bind him hand and foot, take him away, and throw him into the outer darkness. That is where the weeping and grinding of teeth will be.’

"
455,Matthew 22:14,"
For many are called, but few chosen.”
"
456,Matthew 22:18,"But Jesus perceived their wickedness, and said,
“Why do you test me, you hypocrites?

"
457,Matthew 22:20,"He asked them,
“Whose is this image and inscription?”
"
458,Matthew 22:21,"They said to him, “Caesar’s.”
Then he said to them,
“Give therefore to Caesar the things that are Caesar’s, and to God the things that are God’s.”
"
459,Matthew 22:29,"But Jesus answered them,
“You are mistaken, not knowing the Scriptures, nor the power of God.

"
460,Matthew 22:30,"
For in the resurrection they neither marry, nor are given in marriage, but are like God’s angels in heaven.

"
461,Matthew 22:31,"
But concerning the resurrection of the dead, haven’t you read that which was spoken to you by God, saying,

"
462,Matthew 22:32,"
‘I am the God of Abraham, and the God of Isaac, and the God of Jacob?’
God is not the God of the dead, but of the living.”
"
463,Matthew 22:37,"Jesus said to him,
“‘You shall love the Lord your God with all your heart, with all your soul, and with all your mind.’
"
464,Matthew 22:38,"
This is the first and great commandment.

"
465,Matthew 22:39,"
A second likewise is this, ‘You shall love your neighbor as yourself.’
"
466,Matthew 22:40,"
The whole law and the prophets depend on these two commandments.”

"
467,Matthew 22:42,"saying,
“What do you think of the Christ? Whose son is he?”

They said to him, “Of David.”
"
468,Matthew 22:43,"He said to them,
“How then does David in the Spirit call him Lord, saying,
"
469,Matthew 22:44,"
‘The Lord said to my Lord,
sit on my right hand,
until I make your enemies a footstool for your feet?’
"
470,Matthew 22:45,"
“If then David calls him Lord, how is he his son?”
"
471,Matthew 23:2,"saying,
“The scribes and the Pharisees sat on Moses’ seat.

"
472,Matthew 23:3,"
All things therefore whatever they tell you to observe, observe and do, but don’t do their works; for they say, and don’t do.

"
473,Matthew 23:4,"
For they bind heavy burdens that are grievous to be borne, and lay them on men’s shoulders; but they themselves will not lift a finger to help them.

"
474,Matthew 23:5,"
But all their works they do to be seen by men. They make their phylacteries

broad, enlarge the fringes
of their garments,

"
475,Matthew 23:6,"
and love the place of honor at feasts, the best seats in the synagogues,

"
476,Matthew 23:7,"
the salutations in the marketplaces, and to be called ‘Rabbi, Rabbi’ by men.

"
477,Matthew 23:8,"
But don’t you be called ‘Rabbi,’ for one is your teacher, the Christ, and all of you are brothers.

"
478,Matthew 23:9,"
Call no man on the earth your father, for one is your Father, he who is in heaven.

"
479,Matthew 23:10,"
Neither be called masters, for one is your master, the Christ.

"
480,Matthew 23:11,"
But he who is greatest among you will be your servant.

"
481,Matthew 23:12,"
Whoever exalts himself will be humbled, and whoever humbles himself will be exalted.
"
482,Matthew 23:13,"
“Woe to you, scribes and Pharisees, hypocrites! For you devour widows’ houses, and as a pretense you make long prayers. Therefore you will receive greater condemnation.
"
483,Matthew 23:14,"
“But woe to you, scribes and Pharisees, hypocrites! Because you shut up the Kingdom of Heaven against men; for you don’t enter in yourselves, neither do you allow those who are entering in to enter.
"
484,Matthew 23:15,"
Woe to you, scribes and Pharisees, hypocrites! For you travel around by sea and land to make one proselyte; and when he becomes one, you make him twice as much a son of Gehenna
as yourselves.

"
485,Matthew 23:16,"
“Woe to you, you blind guides, who say, ‘Whoever swears by the temple, it is nothing; but whoever swears by the gold of the temple, he is obligated.’

"
486,Matthew 23:17,"
You blind fools! For which is greater, the gold, or the temple that sanctifies the gold?

"
487,Matthew 23:18,"
‘Whoever swears by the altar, it is nothing; but whoever swears by the gift that is on it, he is obligated?’

"
488,Matthew 23:19,"
You blind fools! For which is greater, the gift, or the altar that sanctifies the gift?

"
489,Matthew 23:20,"
He therefore who swears by the altar, swears by it, and by everything on it.

"
490,Matthew 23:21,"
He who swears by the temple, swears by it, and by him who has been living
in it.

"
491,Matthew 23:22,"
He who swears by heaven, swears by the throne of God, and by him who sits on it.
"
492,Matthew 23:23,"
“Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin,
and have left undone the weightier matters of the law: justice, mercy, and faith. But you ought to have done these, and not to have left the other undone.

"
493,Matthew 23:24,"
You blind guides, who strain out a gnat, and swallow a camel!

"
494,Matthew 23:25,"
“Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the platter, but within they are full of extortion and unrighteousness.
"
495,Matthew 23:26,"
You blind Pharisee, first clean the inside of the cup and of the platter, that its outside may become clean also.
"
496,Matthew 23:27,"
“Woe to you, scribes and Pharisees, hypocrites! For you are like whitened tombs, which outwardly appear beautiful, but inwardly are full of dead men’s bones, and of all uncleanness.

"
